0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
0.989159891598916,0.9459497828831699,0.8144252841229948,0.7175418152883063,0.5444887693032539,0.44376719579060814,0.38936220069877453,0.3301178802789479,0.2692091327014245,0.1968321869941175,0.17703076791031233,0.14739632235893166,0.11109380469711809,0.10035034952775405,0.08021476002521792,0.07143917898203449,0.06056693009782057,0.0527430297434324,0.03892938933924898,0.030121667812935644,0.02650044291496201,0.02202714929647741,0.01785292336517601,0.009548645351682627,0.007580771225502013,0.0063550500734117854,0.002710027100271003,0.00038714672861014324,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9957805907172995,0.9739803094233475,0.81272386310361,0.7026300984528833,0.49217533989685885,0.4183309892170651,0.27016877637130804,0.2522456633849039,0.16761837787154243,0.11234411626816691,0.07604313173933429,0.0646038443506798,0.05091889357712143,0.044050632911392405,0.04223628691983122,0.0369620253164557,0.02630098452883263,0.018898265353961555,0.01608532583216128,0.011439287388654478,0.009606188466947961,0.008180965775902485,0.007088607594936709,0.006385372714486639,0.003202062822315987,0.0028316924519456166,0.0024800750117205815,0.002128457571495546,0.0014064697609001405,0.0014064697609001405,0.0010548523206751054,0.0,0.0,0.0,0.0
0.9718565640247029,0.9259395022289661,0.7721381115721876,0.691582946906828,0.5452549026877044,0.4461581761399957,0.41769523366190303,0.39837056062052073,0.2835476932742795,0.2475462303078911,0.20347196921328511,0.1893193608871325,0.14666152377729946,0.13340281569739024,0.0923741286067616,0.07634687635148109,0.058787760591227874,0.04489852722582124,0.03922499625898502,0.025769515033484642,0.02401127878487482,0.02069262918010832,0.01862760033175917,0.01570672320113746,0.010035291728025187,0.005659794512432505,0.00477326968973747,0.00477326968973747,0.0035799522673031024,0.0011933174224343676,0.0003977724741447892,0.0,0.0,0.0,0.0
1.0,0.997809011988425,0.9774980720369202,0.9589587514328054,0.8537631801703515,0.8238673368000407,0.7319121491202168,0.6647981397616959,0.6436403810960499,0.5210049030527262,0.49223012747522654,0.44661350219976015,0.4209517869359909,0.40166151910021713,0.3715049646991946,0.32696606474157003,0.2891287748101133,0.24625823204835848,0.19494896121383795,0.17655859367310378,0.14922278826458457,0.13252733597808772,0.12714285368927347,0.10171608572209083,0.08691081431013113,0.06881089315544615,0.06061415768993933,0.047833135270310266,0.03264144238230964,0.021574986107959715,0.015701856266682968,0.009605314098253765,0.009104060965421684,0.004552030482710842,0.0035087719298245615
1.0,0.9280869428823886,0.8959985501839394,0.7450888339653629,0.5476695130196507,0.3749433836174722,0.36784361127646276,0.33047313409252155,0.26217071616322724,0.20208281533574615,0.17552102515732818,0.1530063398239257,0.12377111075167148,0.10410168365921267,0.08443508286030688,0.04981572461538783,0.030411607685725078,0.021514872002777,0.019417507094682183,0.016949963501781056,0.014527300073621442,0.01328683319466116,0.011261128781346734,0.0064024117600080714,0.0036273000597297003,0.0032346812925526294,0.0032346812925526294,0.0016106455637665959,0.0007986276993735792,0.000392618767177071,0.0,0.0,0.0,0.0,0.0
1.0,0.9268541291877618,0.8499511771726157,0.69019811377806,0.5855954975201033,0.5215411236054909,0.39861794685490026,0.3383562313938003,0.26529259374495945,0.2211692013589693,0.20663330913362968,0.17574947598027482,0.1529794079351715,0.14274024333006255,0.11885501627776278,0.10670058809563875,0.09322691242168098,0.08906954480745992,0.07829793690801513,0.06479848740394965,0.05779758985298158,0.05219134842163436,0.041471856063470376,0.032610739547526316,0.026533525456464296,0.022351848547514663,0.02095242023437946,0.017696080614403475,0.013513576790920042,0.00978397306131631,0.0037264853651569896,0.0023239386875750514,0.0004662004662004662,0.0,0.0
1.0,0.6353321719456816,0.4504940397200219,0.29965519016471953,0.20132645540398686,0.1869139590259777,0.15029632913724708,0.13532051643033102,0.11741332985984872,0.1026663796273546,0.09022876945864111,0.0866853148196335,0.05657028720687479,0.05185951809833569,0.0510825173213349,0.0462363346973745,0.040635720215650206,0.03352442871436778,0.03036902113785298,0.026069774663058726,0.022548435617280427,0.020215619982247753,0.01866071177623103,0.01438675417671917,0.008552901785107153,0.00544353869908129,0.004277584207572539,0.0015553615320243093,0.000777907429015947,0.000777907429015947,0.000777907429015947,0.0,0.0,0.0,0.0
1.0,0.8291187943735062,0.711334946160674,0.6048410191387452,0.5358494874794297,0.40056924164769697,0.38667842661526447,0.26534961756270964,0.22357763960994628,0.19767490135661045,0.18078912516761048,0.16810444830062574,0.13254671153280115,0.11759955914117398,0.09790800101206172,0.09437839739830135,0.0755273635875877,0.06323313126910457,0.05732164952183553,0.05341776810274903,0.04816287325838595,0.03686836873678981,0.035126268813501595,0.03293028934564304,0.028520941130551206,0.023645926989076128,0.02278917456468123,0.0198048386165483,0.01466432407017891,0.011708583196544395,0.008781437397408297,0.004226571972977654,0.0,0.0,0.0
1.0,0.6387489090031099,0.5329199759055508,0.4392689128285012,0.29019719125666016,0.2707916216114701,0.20174403742776237,0.18179760162335393,0.16168315893738366,0.1166218560301549,0.10074088554560386,0.0886875918426938,0.08101015737497799,0.07537520656739291,0.07331298249922912,0.0646620681577777,0.054584055362373596,0.040303470429614754,0.03701575616537253,0.03420668110565808,0.02382097570716497,0.018102021458798953,0.01612674055129298,0.014492753623188406,0.01410105757931845,0.013317665491578534,0.012142577359968666,0.010575793184488836,0.010184097140618879,0.007833920877399139,0.007050528789659225,0.00626713670191931,0.0035252643948296123,0.0007833920877399138,0.0
0.9996119518820334,0.7364197503386567,0.5881853517077389,0.428319262295114,0.3633298512327619,0.27502595291553644,0.2517579915967583,0.19822671629062008,0.16052633770282534,0.1461023326430565,0.13615542021047367,0.132776771569443,0.12488796389992766,0.10986613792640987,0.10074791797010302,0.09320454331516002,0.08409040311141851,0.07082151803071308,0.06663509594941543,0.06269342658942288,0.05174736126698698,0.04358880208759223,0.03678888970213668,0.033902092462793215,0.025265742771225078,0.02332550218139194,0.01823826154443151,0.009313154831199068,0.006596818005432673,0.0027163368257663947,0.0019402405898331393,0.0,0.0,0.0,0.0
