0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
0.9674239232623781,0.8838695100741272,0.7792260795721004,0.5438843023308241,0.3977266915861142,0.29982827916515875,0.24826278635089252,0.16963576227636548,0.1566408108008067,0.12420158356221984,0.11160203393844875,0.09573522301921827,0.07698310858978111,0.07200621857441565,0.05873933373804261,0.0560697595712831,0.034433148780099156,0.03176534025059564,0.028036730551836683,0.02239284583962578,0.015293098622128215,0.011905559594450778,0.006343682426933989,0.005977382060633622,0.004127713082936964,0.0018479033404406539,0.001098901098901099,0.0003663003663003663,0.0003663003663003663,0.0003663003663003663,0.0,0.0,0.0,0.0
0.9996581196581197,0.7239181741868478,0.5903067099713845,0.36629055168082375,0.2526871641389103,0.18101950054095584,0.15434723246224843,0.08574276677504616,0.05987449729710389,0.048079958597337685,0.03673636593475196,0.03104490875312733,0.028201284075747002,0.021860696331198703,0.017645342459433017,0.012382340921781268,0.011313170368612695,0.009538716244400943,0.008140772582906549,0.006374734112422776,0.0045787571009285235,0.002821618037135279,0.001384836427939876,0.0007010757441791924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9564112749722761,0.8797348323430763,0.6431298587997497,0.5367771877244198,0.4377907652511562,0.39494377570907074,0.2997612951924424,0.22999174703472555,0.2017620263052383,0.1698085433105588,0.13144911521641015,0.11172728887465942,0.09318578540832755,0.06753307053293046,0.06262758035632454,0.043131192811947015,0.03644031876468495,0.0285887769059761,0.013872213736422412,0.010986717561702388,0.009750517485564875,0.008128457469344276,0.0024330900243309003,0.0020275750202757505,0.0008110300081103001,0.00040551500405515005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.9763445778540119,0.9138677883960903,0.7243363554684309,0.6842181927087587,0.6661319393394864,0.5834400609872309,0.4780277165182825,0.412576982765662,0.3557515859402652,0.3181379836096817,0.2899248550191946,0.2614963652699502,0.23252933649160065,0.1716300471017452,0.13466715674262844,0.10550818154591739,0.08637098750306298,0.07376541697296414,0.06414114187699092,0.045276484521767545,0.036378883171336,0.025821830161452803,0.020324539192463718,0.01437011625690871,0.009691252144082334,0.001572327044025157,0.0010482180293501049,0.0,0.0,0.0,0.0,0.0,0.0
0.9995939910678034,0.8467019150846538,0.768058999746016,0.5675554520985511,0.390703035859143,0.24788205140982586,0.2009013241718548,0.16561138674360024,0.15365311905071166,0.1436701940273001,0.11486080510672643,0.10913996487869078,0.07939277439086893,0.06820381378034851,0.05170119619559866,0.04220972355020247,0.02876432949532938,0.023081811538955128,0.020182265606087466,0.005986725604676918,0.003956680943694377,0.003550672011497868,0.0011737089201877935,0.000782472613458529,0.000782472613458529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9995402298850574,0.8634671266522876,0.772367669827222,0.6470099567770756,0.4905031097717811,0.37709468157090315,0.29870982533835944,0.24297639351079456,0.17187076583056318,0.15568305929149204,0.13846879083764196,0.11488686931814894,0.1110788520553188,0.07976799280688805,0.06742061147437843,0.05169078039318275,0.03915281491764577,0.03330714336597651,0.02883509818793362,0.02425444895211197,0.02129725443338779,0.020310891374790706,0.018341954571730677,0.014995602080910136,0.01014197755903917,0.007783882783882784,0.0036630036630036634,0.0032051282051282055,0.0027472527472527475,0.0018315018315018317,0.0018315018315018317,0.0009157509157509159,0.00045787545787545793,0.0
1.0,0.40424028664062783,0.3177841860184866,0.15833907104150963,0.12918102139783336,0.10074312997054469,0.0924806079062585,0.0871328572866174,0.06775687044788435,0.059821274836117044,0.056055656710775364,0.043820668741656264,0.03615714615077714,0.03403932511162117,0.030401285999803757,0.022074056500054503,0.019890570869012254,0.017445823377337424,0.013479900656577925,0.011895414498942734,0.008717027530329305,0.006333237303869234,0.005141342190639198,0.0023743755731170223,0.001977077202040344,0.0015821324942994271,0.0011848341232227487,0.0007898894154818326,0.0003949447077409163,0.0003949447077409163,0.0003949447077409163,0.0003949447077409163,0.0,0.0
1.0,0.6795024572654832,0.4963523950217388,0.35849729511833145,0.2826724148193986,0.25456441252623757,0.2334859283137639,0.14305767510342257,0.09884541837650752,0.08754709782216807,0.07907132420286568,0.07374945692418522,0.0640311245940527,0.05656878721735359,0.046020442442627506,0.04249425998132885,0.0389680775200302,0.035953968986394844,0.021663101080861894,0.018195394102101598,0.017765286575219877,0.015164506341149657,0.0143009354419229,0.011703511053315995,0.010836584308625921,0.00953619419159081,0.0082358040745557,0.0034677069787602947,0.0034677069787602947,0.0030342436064152577,0.002167316861725184,0.0008669267446900737,0.00043346337234503684,0.00043346337234503684
0.9919871794871794,0.5428217511264447,0.2952172796291021,0.21393893567155545,0.177582782060394,0.14987713555319604,0.11596030175419414,0.09429349980705048,0.07487527120038903,0.05500028115159694,0.05256229516097937,0.04639905051089261,0.03992051442709337,0.03205228616412827,0.02752574545337703,0.02385169654906497,0.018123232761390655,0.016503598740440845,0.015267535826746352,0.011508137330505751,0.011090426386479018,0.010272074416811258,0.009470792365529208,0.008652440395861447,0.007416377482166957,0.004160039521881626,0.0012531328320802004,0.000835421888053467,0.000835421888053467,0.000835421888053467,0.0004177109440267335,0.0,0.0,0.0
1.0,0.6127832911622845,0.38274430215765437,0.26843083424792585,0.193989963091539,0.13639313870618108,0.11612563749615727,0.09083733930519546,0.08635410522101233,0.07873151937165608,0.06931618384174905,0.057583392314001836,0.050733368529511075,0.04373415640237909,0.04105211133809417,0.03557972723000311,0.02557489043363963,0.02304203371199594,0.020534495008394504,0.019289164995941206,0.01761184630064197,0.01677318695299235,0.0138420989058924,0.009267449520882882,0.008428790173233265,0.005929690808979246,0.0016941973739940705,0.0012706480304955528,0.0012706480304955528,0.0,0.0,0.0,0.0,0.0
